No.	Sum	Result	
4495	9	A3 A6 B1 B4 B5 C1 C2 C4 D1 
4496	9	A1 A2 A3 A5 B4 B6 C1 D1 D3 
4497	9	A1 A3 A5 B3 B4 B6 C1 D1 D3 
4498	9	A1 A3 A5 B4 B5 B6 C1 D1 D3 
4499	9	A1 A3 A5 B4 B6 C1 D1 D3 D5 
4500	9	A1 A3 A5 B4 C1 C2 D1 D3 D5 
4501	9	A2 A3 A6 B3 C1 C4 D3 D4 D6 
4502	9	A2 A6 B2 B3 C1 C4 D1 D3 D4 
4503	9	A2 A6 B2 B3 C1 C6 D1 D3 D4 
4504	9	A1 A2 A6 B1 B4 B6 C1 C6 D1 
4505	9	A1 A2 A6 B4 B6 C1 C6 D1 D4 
4506	9	A1 A2 A6 B1 B4 C1 C2 C6 D1 
4507	9	A1 A2 A6 B4 C1 C2 C6 D1 D4 
4508	9	A2 A6 B1 B3 B6 C1 C4 D1 D3 
4509	9	A2 A6 B3 B6 C1 C4 D1 D3 D4 
4510	9	A2 A6 B3 C1 C2 C4 D1 D3 D4 
4511	9	A3 A6 B2 B3 B6 C1 D1 D3 D4 
4512	9	A1 A5 A6 B1 B4 B5 B6 D1 D5 
4513	9	A1 A6 B1 B4 B5 B6 C1 D1 D5 
4514	9	A1 A5 A6 B1 B4 B5 C2 D1 D5 
4515	9	A1 A6 B1 B4 B5 C1 C2 D1 D5 
4516	9	A1 A5 A6 B1 B4 B6 C6 D1 D5 
4517	9	A1 A6 B1 B4 B6 C1 C6 D1 D5 
4518	9	A1 A5 A6 B1 B4 C2 C6 D1 D5 
4519	9	A1 A6 B1 B4 C1 C2 C6 D1 D5 
4520	9	A1 A3 A5 B1 B4 B6 D1 D3 D5 
4521	9	A1 A3 A5 B4 B6 C6 D1 D3 D5 
4522	9	A1 A3 A5 B1 B4 C2 D1 D3 D5 
4523	9	A1 A3 A5 B4 C2 C6 D1 D3 D5 
4524	9	A3 B1 B3 B4 B6 C3 C5 D3 D5 
4525	9	A3 B3 B4 B6 C3 C5 C6 D3 D5 
4526	9	A2 A3 B2 B3 C1 C3 C5 D3 D5 
4527	9	A2 A3 A5 B2 B3 C1 C3 D3 D5 
4528	9	A2 A5 B2 B3 C1 C3 C6 D3 D5 
4529	9	A2 B2 B3 C1 C3 C5 C6 D3 D5 
4530	9	A2 A3 A6 B3 B5 C1 C3 C5 D3 
4531	9	A3 A6 B1 B3 B5 C3 C4 C5 D5 
4532	9	A1 A3 A6 B1 B3 B6 C1 D1 D3 
4533	9	A3 A5 B3 B4 B6 C1 C3 C4 D3 
4534	9	A1 A3 A6 B2 B3 B5 C1 D1 D3 
4535	9	A1 A5 B1 B4 B5 B6 D1 D3 D5 
4536	9	A1 A5 B1 B4 B5 C2 D1 D3 D5 
4537	9	A1 A2 A5 B4 B6 C6 D1 D3 D5 
4538	9	A1 A5 B1 B4 B6 C6 D1 D3 D5 
4539	9	A1 A2 A5 B4 C2 C6 D1 D3 D5 
4540	9	A1 A5 B1 B4 C2 C6 D1 D3 D5 
4541	9	A2 A3 B4 B5 B6 C3 C4 C5 D5 
4542	9	A1 A2 A5 B4 B5 B6 C1 D1 D3 
4543	9	A1 A2 A5 B4 B6 C1 C6 D1 D3 
4544	9	A2 B1 B4 B5 B6 C3 C5 D3 D5 
4545	9	A1 A3 A6 B1 B6 C1 D1 D3 D5 
4546	9	A2 A6 B1 B3 B4 C3 C5 C6 D5 
4547	9	A1 A5 B1 B5 C1 C2 D1 D3 D5 
4548	9	A1 A6 B1 B5 B6 C1 D1 D3 D5 
4549	9	A1 A6 B1 B5 C1 C2 D1 D3 D5 
4550	9	A1 A6 B1 B6 C1 C6 D1 D3 D5 
4551	9	A2 A3 A5 B4 B5 B6 C3 C4 D5 
4552	9	A2 A5 B1 B3 B4 B6 C3 C4 D5 
4553	9	A2 A5 B1 B4 B5 B6 C3 C4 D5 
4554	9	A2 A3 A6 B4 B5 C1 C3 C5 D3 
4555	9	A2 A3 B4 B5 B6 C1 C3 C5 D3 
4556	9	A1 A2 A6 B3 B5 B6 C1 D1 D3 
4557	9	A1 A2 A6 B3 B5 C1 C2 D1 D3 
4558	9	A2 A6 B1 B5 C1 C3 C5 D3 D5 
4559	9	A2 A6 B1 B3 B5 C1 C3 C5 D3 
4560	9	A2 A6 B1 B4 B5 C1 C3 C5 D3 
4561	9	A2 B1 B4 B5 B6 C1 C3 C5 D3 
4562	10	A1 A2 A6 B2 B3 B4 B5 B6 D1 D6 
4563	10	A2 A6 B2 B3 B4 B5 B6 D1 D2 D6 
4564	10	A2 A3 A5 A6 B5 C4 C5 C6 D4 D6 
4565	10	A2 A3 A6 B5 C4 C5 C6 D3 D4 D6 
4566	10	A1 A2 A3 A6 B5 C4 C5 D4 D5 D6 
4567	10	A2 A3 A5 A6 B5 C4 C5 D4 D5 D6 
4568	10	A2 A3 A6 B5 C3 C4 C5 D4 D5 D6 
4569	10	A2 A3 A6 B5 C4 C5 D2 D4 D5 D6 
4570	10	A1 A3 A6 B5 C2 C4 C5 D4 D5 D6 
4571	10	A3 A5 A6 B5 C2 C4 C5 D4 D5 D6 
4572	10	A3 A6 B5 C1 C2 C4 C5 D4 D5 D6 
4573	10	A3 A6 B5 C2 C3 C4 C5 D4 D5 D6 
4574	10	A3 A6 B5 C2 C4 C5 D2 D4 D5 D6 
4575	10	A1 A3 A6 B3 C2 C4 C5 D4 D5 D6 
4576	10	A3 A4 A6 B3 C2 C4 C5 D4 D5 D6 
4577	10	A3 A5 A6 B3 C2 C4 C5 D4 D5 D6 
4578	10	A3 A6 B3 C1 C2 C4 C5 D4 D5 D6 
4579	10	A3 A6 B3 C2 C3 C4 C5 D4 D5 D6 
4580	10	A3 A6 B3 C2 C4 C5 D2 D4 D5 D6 
4581	10	A3 A6 B3 C2 C4 C5 D3 D4 D5 D6 
4582	10	A1 A2 A6 B3 B6 C1 C5 C6 D1 D5 
4583	10	A2 A6 B3 B6 C1 C5 C6 D1 D2 D5 
4584	10	A1 A2 A3 A6 B3 C4 C5 C6 D1 D5 
4585	10	A1 A2 A5 A6 B3 C4 C5 C6 D1 D5 
4586	10	A2 A3 A6 B3 C4 C5 C6 D1 D2 D5 
4587	10	A2 A5 A6 B3 C4 C5 C6 D1 D2 D5 
4588	10	A1 A2 A3 B3 C2 C4 C5 C6 D1 D5 
4589	10	A1 A2 A5 B3 C2 C4 C5 C6 D1 D5 
4590	10	A2 A3 B3 C2 C4 C5 C6 D1 D2 D5 
4591	10	A2 A5 B3 C2 C4 C5 C6 D1 D2 D5 
4592	10	A1 A2 A6 B3 B4 B5 B6 C3 D1 D5 
4593	10	A2 A3 A6 B4 B5 B6 C3 C4 D1 D5 
4594	10	A2 A4 A6 B4 B5 B6 C3 C4 D1 D5 
4595	10	A2 A6 B3 B4 B5 B6 C3 C4 D1 D5 
4596	10	A2 A6 B4 B5 B6 C3 C4 D1 D3 D5 
4597	10	A2 A3 A6 B4 B5 C2 C3 C4 D1 D5 
4598	10	A2 A4 A6 B4 B5 C2 C3 C4 D1 D5 
4599	10	A2 A6 B3 B4 B5 C2 C3 C4 D1 D5 
4600	10	A2 A6 B4 B5 C2 C3 C4 D1 D3 D5 
4601	10	A1 A2 A4 A6 B4 B5 C2 C3 D1 D5 
4602	10	A1 A2 A6 B1 B4 B5 C2 C3 D1 D5 
4603	10	A1 A2 A6 B3 B4 B5 C2 C3 D1 D5 
4604	10	A1 A2 A6 B3 B4 B5 B6 C4 D1 D5 
4605	10	A2 A3 A6 B4 B5 B6 C4 D1 D2 D5 
4606	10	A2 A4 A6 B4 B5 B6 C4 D1 D2 D5 
4607	10	A2 A6 B3 B4 B5 B6 C4 D1 D2 D5 
4608	10	A2 A6 B4 B5 B6 C4 D1 D2 D3 D5 
4609	10	A1 A2 A4 A6 B4 B5 C2 C4 D1 D5 
4610	10	A1 A2 A6 B3 B4 B5 C2 C4 D1 D5 
4611	10	A2 A3 A6 B4 B5 C2 C4 D1 D2 D5 
4612	10	A2 A4 A6 B4 B5 C2 C4 D1 D2 D5 
4613	10	A2 A6 B3 B4 B5 C2 C4 D1 D2 D5 
4614	10	A2 A6 B4 B5 C2 C4 D1 D2 D3 D5 
4615	10	A2 A4 A6 B4 B5 B6 C5 D1 D2 D5 
4616	10	A1 A2 A3 A5 A6 B3 B4 D3 D5 D6 
4617	10	A1 A3 A5 A6 B3 B4 C2 D3 D5 D6 
4618	10	A1 A3 A5 A6 B3 B4 B6 D3 D5 D6 
4619	10	A1 A3 A5 A6 B4 B5 B6 D3 D5 D6 
4620	10	A1 A3 A5 A6 B2 B4 C1 C2 C6 D6 
4621	10	A3 A5 A6 B1 B2 B4 C2 C3 C6 D6 
4622	10	A3 A5 A6 B2 B4 C1 C2 C3 C6 D6 
4623	10	A3 A5 A6 B1 B2 B4 C2 C6 D2 D6 
4624	10	A3 A5 A6 B2 B4 C1 C2 C6 D2 D6 
4625	10	A1 A3 A5 A6 B4 C1 C2 C6 D2 D6 
4626	10	A1 A3 A5 A6 B4 C2 C6 D2 D3 D6 
4627	10	A1 A2 A5 A6 B3 B6 C4 D1 D3 D5 
4628	10	A2 A4 A5 A6 B3 B6 C4 D1 D3 D5 
4629	10	A2 A5 A6 B3 B6 C4 D1 D2 D3 D5 
4630	10	A1 A2 A6 B3 B5 B6 C4 D1 D3 D5 
4631	10	A2 A4 A6 B3 B5 B6 C4 D1 D3 D5 
4632	10	A2 A6 B2 B3 B5 B6 C4 D1 D3 D5 
4633	10	A2 A6 B3 B4 B5 B6 C4 D1 D3 D5 
4634	10	A2 A6 B3 B5 B6 C2 C4 D1 D3 D5 
4635	10	A2 A6 B3 B5 B6 C3 C4 D1 D3 D5 
4636	10	A2 A6 B3 B5 B6 C4 D1 D2 D3 D5 
4637	10	A1 A2 A6 B3 B6 C1 C4 D1 D3 D5 
4638	10	A2 A4 A6 B3 B6 C1 C4 D1 D3 D5 
4639	10	A2 A6 B3 B6 C1 C2 C4 D1 D3 D5 
4640	10	A2 A6 B3 B6 C1 C3 C4 D1 D3 D5 
4641	10	A2 A6 B3 B6 C1 C4 D1 D2 D3 D5 
4642	10	A1 A2 A5 A6 B3 B6 C1 C4 D1 D3 
4643	10	A2 A4 A5 A6 B3 B6 C1 C4 D1 D3 
4644	10	A2 A5 A6 B3 B6 C1 C4 D1 D2 D3 
4645	10	A2 A4 A6 B3 B5 B6 C1 C4 D1 D3 
4646	10	A2 A6 B3 B5 B6 C1 C2 C4 D1 D3 
4647	10	A2 A6 B3 B5 B6 C1 C3 C4 D1 D3 
4648	10	A2 A6 B3 B5 B6 C1 C4 D1 D2 D3 
4649	10	A2 A3 A4 A6 B3 B5 C4 C5 D1 D5 
4650	10	A2 A4 A5 A6 B3 B5 C4 C5 D1 D5 
4651	10	A2 A4 A6 B3 B5 C4 C5 C6 D1 D5 
4652	10	A2 A4 A6 B3 B5 C4 C5 D1 D3 D5 
4653	10	A2 A3 A4 B3 B5 C2 C4 C5 D1 D5 
4654	10	A2 A4 A5 B3 B5 C2 C4 C5 D1 D5 
4655	10	A2 A4 B3 B5 C2 C4 C5 C6 D1 D5 
4656	10	A2 A4 B3 B5 C2 C4 C5 D1 D3 D5 
4657	10	A2 A3 A4 A6 B1 B4 B6 C4 D1 D5 
4658	10	A2 A3 A6 B1 B4 B6 C4 D1 D3 D5 
4659	10	A2 A3 A4 A6 B1 B4 C2 C4 D1 D5 
4660	10	A2 A3 A6 B1 B4 C2 C4 D1 D3 D5 
4661	10	A2 A3 A6 B4 B5 B6 C4 D1 D3 D5 
4662	10	A2 A3 A6 B4 B5 C2 C4 D1 D3 D5 
4663	10	A2 A6 B3 B4 B5 C2 C4 D1 D3 D5 
4664	10	A2 A6 B2 B5 B6 C4 C6 D1 D3 D5 
4665	10	A1 A2 A4 A6 B1 B6 C4 D1 D3 D5 
4666	10	A2 A3 A4 A6 B1 B6 C4 D1 D3 D5 
4667	10	A2 A4 A5 A6 B1 B6 C4 D1 D3 D5 
4668	10	A2 A4 A6 B1 B6 C3 C4 D1 D3 D5 
4669	10	A2 A4 A6 B1 B6 C4 D1 D2 D3 D5 
4670	10	A2 A4 A6 B1 B6 C4 D1 D3 D4 D5 
4671	10	A1 A2 A3 A6 B3 B6 C1 C4 C5 D1 
4672	10	A2 A3 A6 B3 B5 B6 C1 C4 C5 D1 
4673	10	A2 A3 A6 B3 B6 C1 C4 C5 C6 D1 
4674	10	A2 A3 A6 B3 B6 C1 C4 C5 D1 D2 
4675	10	A1 A2 A3 B3 B6 C1 C2 C4 C5 D1 
4676	10	A2 A3 B3 B5 B6 C1 C2 C4 C5 D1 
4677	10	A2 A3 B3 B6 C1 C2 C4 C5 C6 D1 
4678	10	A2 A3 B3 B6 C1 C2 C4 C5 D1 D2 
4679	10	A1 A3 A4 A5 A6 B2 B4 C2 D5 D6 
4680	10	A1 A3 A5 A6 B2 B4 B6 C2 D5 D6 
4681	10	A1 A3 A5 A6 B2 B4 C2 C5 D5 D6 
4682	10	A1 A3 A4 A6 B2 B4 C1 C2 D5 D6 
4683	10	A1 A3 A4 A5 B2 B4 C1 C2 D5 D6 
4684	10	A3 A4 A5 B2 B4 C1 C2 C3 D5 D6 
4685	10	A3 A4 A5 B2 B4 C1 C2 D2 D5 D6 
4686	10	A3 A4 A6 B2 B4 C1 C2 C3 D5 D6 
4687	10	A3 A6 B2 B4 C1 C2 C3 C6 D5 D6 
4688	10	A3 A4 A6 B2 B4 C1 C2 D2 D5 D6 
4689	10	A3 A6 B2 B4 C1 C2 C6 D2 D5 D6 
4690	10	A3 A4 A5 A6 B2 B4 C2 C3 D5 D6 
4691	10	A3 A5 A6 B2 B4 B6 C2 C3 D5 D6 
4692	10	A3 A5 A6 B2 B4 C2 C3 C5 D5 D6 
4693	10	A3 A4 A5 A6 B2 B4 C2 D2 D5 D6 
4694	10	A3 A5 A6 B2 B4 B6 C2 D2 D5 D6 
4695	10	A3 A5 A6 B2 B4 C2 C5 D2 D5 D6 
4696	10	A3 A4 A5 B1 B2 B3 B4 C2 C3 D5 
4697	10	A3 A5 B1 B2 B3 B4 B5 C2 C3 D5 
4698	10	A3 A5 B1 B2 B3 B4 B6 C2 C3 D5 
4699	10	A3 A5 B1 B2 B3 B4 C2 C3 C5 D5 
4700	10	A3 A5 B1 B2 B3 B4 C2 C3 C6 D5 
4701	10	A3 A5 B1 B2 B3 B4 C2 C3 D3 D5 
4702	10	A3 A5 B1 B2 B3 B4 C2 C3 D4 D5 
4703	10	A1 A3 A5 A6 B1 B2 B3 B4 B6 D5 
4704	10	A1 A3 A5 B1 B2 B3 B4 B6 C1 D5 
4705	10	A1 A3 A5 B1 B2 B3 B4 B6 C2 D5 
4706	10	A1 A3 A5 B1 B2 B3 B4 B6 C6 D5 
4707	10	A1 A3 A5 B1 B2 B3 B4 B6 D3 D5 
4708	10	A3 A5 A6 B1 B2 B3 B4 B5 B6 D5 
4709	10	A3 A5 B1 B2 B3 B4 B5 B6 C1 D5 
4710	10	A3 A5 B1 B2 B3 B4 B5 B6 C2 D5 
4711	10	A3 A5 B1 B2 B3 B4 B5 B6 C4 D5 
4712	10	A3 A5 B1 B2 B3 B4 B5 B6 C6 D5 
4713	10	A3 A5 B1 B2 B3 B4 B5 B6 D3 D5 
4714	10	A3 A5 A6 B1 B2 B3 B4 B6 C3 D5 
4715	10	A3 A5 B1 B2 B3 B4 B6 C1 C3 D5 
4716	10	A3 A5 B1 B2 B3 B4 B6 C3 C6 D5 
4717	10	A3 A5 B1 B2 B3 B4 B6 C3 D3 D5 
4718	10	A3 A5 A6 B1 B2 B3 B4 B6 C5 D5 
4719	10	A3 A5 B1 B2 B3 B4 B6 C2 C5 D5 
4720	10	A3 A5 B1 B2 B3 B4 B6 C4 C5 D5 
4721	10	A3 A5 B1 B2 B3 B4 B6 C5 C6 D5 
4722	10	A3 A5 A6 B1 B2 B3 B4 B6 D2 D5 
4723	10	A3 A5 B1 B2 B3 B4 B6 C1 D2 D5 
4724	10	A3 A5 B1 B2 B3 B4 B6 C2 D2 D5 
4725	10	A3 A5 B1 B2 B3 B4 B6 C6 D2 D5 
4726	10	A3 A5 B1 B2 B3 B4 B6 D2 D3 D5 
4727	10	A3 A4 A5 A6 B1 B2 B3 B4 C3 D5 
4728	10	A3 A4 A5 B1 B2 B3 B4 C1 C3 D5 
4729	10	A3 A4 A5 B1 B2 B3 B4 C3 C6 D5 
4730	10	A3 A4 A5 B1 B2 B3 B4 C3 D3 D5 
4731	10	A3 A4 A5 B1 B2 B3 B4 C3 D4 D5 
4732	10	A3 A6 B1 B2 B3 B4 B5 B6 C5 D5 
4733	10	A3 B1 B2 B3 B4 B5 B6 C2 C5 D5 
4734	10	A3 B1 B2 B3 B4 B5 B6 C5 C6 D5 
4735	10	A1 A2 A3 A5 A6 B4 B5 D2 D3 D6 
4736	10	A1 A3 A5 A6 B4 B5 C2 D2 D3 D6 
4737	10	A1 A3 B2 B5 C4 C6 D3 D4 D5 D6 
4738	10	A1 A2 A3 A4 A6 B4 B6 C5 D5 D6 
4739	10	A2 A3 A4 A6 B4 B6 C3 C5 D5 D6 
4740	10	A2 A3 A4 A6 B4 B6 C5 D2 D5 D6 
4741	10	A2 A3 A4 A6 B3 B4 B6 C3 C5 D5 
4742	10	A1 A2 A3 A4 A5 A6 B4 B6 D5 D6 
4743	10	A1 A3 A4 A5 A6 B4 B6 C2 D5 D6 
4744	10	A1 A2 A5 A6 B2 B4 C1 C6 D3 D5 
4745	10	A2 A5 A6 B2 B4 C1 C6 D2 D3 D5 
4746	10	A3 A4 A6 B5 C1 C3 C4 C5 D3 D6 
4747	10	A3 A4 A6 B5 C1 C4 C5 D3 D4 D6 
4748	10	A2 A6 B3 B5 B6 C1 C5 C6 D1 D5 
4749	10	A2 A3 A4 A6 B4 B5 B6 C4 D1 D5 
4750	10	A2 A3 A6 B3 B4 B5 B6 C4 D1 D5 
4751	10	A2 A3 A4 A6 B4 B5 C2 C4 D1 D5 
4752	10	A2 A3 A6 B3 B4 B5 C2 C4 D1 D5 
4753	10	A2 A4 A6 B2 B5 B6 C4 C6 D1 D5 
4754	10	A2 A4 A6 B4 B5 B6 C1 C3 C4 D1 
4755	10	A2 A4 A6 B4 B5 B6 C1 C4 C6 D1 
4756	10	A2 A4 A6 B4 B5 B6 C1 C4 D1 D2 
4757	10	A2 A4 A6 B4 B5 C1 C2 C3 C4 D1 
4758	10	A2 A4 A6 B4 B5 C1 C2 C4 C6 D1 
4759	10	A2 A4 A6 B4 B5 C1 C2 C4 D1 D2 
4760	10	A3 A4 B1 B2 B4 C1 C4 C5 C6 D6 
4761	10	A3 B1 B2 B4 C1 C2 C3 C4 C6 D6 
4762	10	A3 B1 B2 B4 C1 C2 C4 C5 C6 D6 
4763	10	A3 A4 A6 B1 B4 C1 C3 C4 C6 D6 
4764	10	A3 A4 A6 B1 B4 C1 C4 C5 C6 D6 
4765	10	A3 A6 B1 B4 C1 C2 C3 C4 C6 D6 
4766	10	A3 A6 B1 B4 C1 C2 C4 C5 C6 D6 
4767	10	A3 A5 A6 B1 B3 B4 C2 C3 C5 D5 
4768	10	A3 A5 A6 B2 B3 B4 C2 C3 C5 D5 
4769	10	A3 A5 A6 B3 B4 C2 C3 C4 C5 D5 
4770	10	A3 A5 A6 B3 B4 C2 C3 C5 C6 D5 
4771	10	A3 A6 B1 B3 B4 C1 C2 C3 C5 D5 
4772	10	A3 A6 B2 B3 B4 C1 C2 C3 C5 D5 
4773	10	A3 A6 B3 B4 C1 C2 C3 C4 C5 D5 
4774	10	A3 A6 B3 B4 C1 C2 C3 C5 C6 D5 
4775	10	A3 A6 B2 B3 B6 C1 C3 C6 D1 D5 
4776	10	A3 A6 B2 B5 B6 C1 C3 C6 D1 D5 
4777	10	A2 A3 A6 B2 B5 C3 C4 C6 D1 D5 
4778	10	A2 A3 A6 B2 C1 C3 C4 C6 D1 D5 
4779	10	A1 A3 A5 A6 B4 B5 B6 D2 D3 D6 
4780	10	A3 A4 A6 B1 B2 B3 B4 B5 C5 D5 
4781	10	A3 A4 A6 B2 B3 B4 B5 C1 C5 D5 
4782	10	A3 A4 A6 B2 B3 B4 B5 C5 C6 D5 
4783	10	A3 A4 A6 B2 B3 B4 B5 C5 D3 D5 
4784	10	A3 A4 A6 B2 B3 B4 B5 C5 D4 D5 
4785	10	A3 A6 B2 B3 B4 B5 B6 C1 C5 D5 
4786	10	A3 A6 B2 B3 B4 B5 B6 C5 C6 D5 
4787	10	A3 A4 A6 B1 B3 B4 B5 C3 C5 D5 
4788	10	A3 A4 A6 B3 B4 B5 C1 C3 C5 D5 
4789	10	A3 A4 A6 B3 B4 B5 C3 C5 C6 D5 
4790	10	A3 A4 A6 B3 B4 B5 C3 C5 D3 D5 
4791	10	A3 A4 A6 B3 B4 B5 C3 C5 D4 D5 
4792	10	A3 A6 B1 B3 B4 B5 B6 C3 C5 D5 
4793	10	A3 A6 B3 B4 B5 B6 C3 C5 C6 D5 
4794	10	A3 A5 A6 B1 B3 B4 B6 C3 C5 D5 
4795	10	A3 A5 A6 B3 B4 B6 C3 C5 C6 D5 
4796	10	A1 A3 A4 A5 B1 B2 B3 C1 D3 D6 
4797	10	A1 A3 A4 B1 B2 B3 C1 C2 D3 D6 
4798	10	A1 A3 A4 B1 B2 B3 C1 C4 D3 D6 
4799	10	A1 A3 A4 B1 B2 B3 C1 C5 D3 D6 
4800	10	A1 A3 A5 B1 B2 B3 C1 D3 D5 D6 
4801	10	A1 A3 A5 A6 B3 B4 C2 C5 D3 D6 
4802	10	A1 A3 A6 B1 B3 B4 C2 C5 D3 D6 
4803	10	A3 A5 A6 B3 B4 C2 C3 C5 D3 D6 
4804	10	A3 A6 B1 B3 B4 C2 C3 C5 D3 D6 
4805	10	A3 A6 B1 B4 C2 C3 C5 C6 D3 D6 
4806	10	A3 A5 A6 B3 B4 C2 C5 D2 D3 D6 
4807	10	A3 A6 B1 B3 B4 C2 C5 D2 D3 D6 
4808	10	A3 A6 B1 B4 C2 C5 C6 D2 D3 D6 
4809	10	A1 A2 A3 B1 B2 B4 C1 C5 D1 D3 
4810	10	A2 A3 B1 B2 B4 C1 C3 C5 D1 D3 
4811	10	A2 A3 B1 B2 B4 C1 C5 D1 D2 D3 
4812	10	A1 A2 A3 A5 A6 B4 C1 C5 D1 D3 
4813	10	A1 A2 A3 A6 B1 B4 C1 C5 D1 D3 
4814	10	A2 A3 A5 A6 B4 C1 C3 C5 D1 D3 
4815	10	A2 A3 A6 B1 B4 C1 C3 C5 D1 D3 
4816	10	A2 A3 A5 A6 B4 C1 C5 D1 D2 D3 
4817	10	A2 A3 A6 B1 B4 C1 C5 D1 D2 D3 
4818	10	A1 A3 A5 A6 B3 B4 C1 C5 D1 D3 
4819	10	A1 A3 A6 B1 B3 B4 C1 C5 D1 D3 
4820	10	A3 A5 A6 B3 B4 C1 C3 C5 D1 D3 
4821	10	A3 A6 B1 B3 B4 C1 C3 C5 D1 D3 
4822	10	A3 A5 A6 B3 B4 C1 C5 D1 D2 D3 
4823	10	A3 A6 B1 B3 B4 C1 C5 D1 D2 D3 
4824	10	A3 A6 B1 B3 B4 C1 C5 D1 D3 D4 
4825	10	A2 A3 A5 A6 B3 C1 C3 C5 D1 D3 
4826	10	A2 A3 A6 B1 B3 C1 C3 C5 D1 D3 
4827	10	A2 A3 B1 B2 B3 C1 C3 C5 D1 D3 
4828	10	A2 A3 A6 B1 B3 C1 C5 D1 D3 D4 
4829	10	A2 A3 A6 B3 B6 C1 C5 D1 D3 D4 
4830	10	A2 A3 B1 B2 B3 C1 C5 D1 D3 D4 
4831	10	A1 A2 A3 A4 A6 B3 C1 C5 D1 D3 
4832	10	A1 A2 A3 A5 A6 B3 C1 C5 D1 D3 
4833	10	A1 A2 A3 A6 B1 B3 C1 C5 D1 D3 
4834	10	A1 A2 A3 A6 B3 B6 C1 C5 D1 D3 
4835	10	A1 A2 A3 A6 B3 C1 C5 D1 D3 D5 
4836	10	A2 A3 A4 A6 B3 C1 C5 D1 D2 D3 
4837	10	A2 A3 A5 A6 B3 C1 C5 D1 D2 D3 
4838	10	A2 A3 A6 B1 B3 C1 C5 D1 D2 D3 
4839	10	A2 A3 A6 B3 B6 C1 C5 D1 D2 D3 
4840	10	A2 A3 A6 B3 C1 C5 D1 D2 D3 D5 
4841	10	A1 A2 A3 A4 B2 B3 C1 C5 D1 D3 
4842	10	A1 A2 A3 B1 B2 B3 C1 C5 D1 D3 
4843	10	A2 A3 A4 B2 B3 C1 C5 D1 D2 D3 
4844	10	A2 A3 B1 B2 B3 C1 C5 D1 D2 D3 
4845	10	A2 A3 A4 A6 B2 B3 C1 D1 D3 D4 
4846	10	A2 A3 A6 B1 B2 B3 C1 D1 D3 D4 
4847	10	A1 A2 A3 A5 A6 B3 B4 D2 D3 D6 
4848	10	A1 A2 A3 A5 A6 B4 C1 D2 D3 D6 
4849	10	A1 A3 A5 A6 B3 B4 B6 D2 D3 D6 
4850	10	A1 A3 A5 A6 B1 B3 B4 C2 D3 D6 
4851	10	A1 A3 A5 A6 B3 B4 C2 D2 D3 D6 
4852	10	A1 A3 A5 A6 B4 C1 C2 D2 D3 D6 
4853	10	A1 A2 A3 A6 B2 B5 C4 C6 D1 D5 
4854	10	A1 A3 A6 B2 B5 C1 C4 C6 D1 D5 
4855	10	A2 A3 A6 B2 B3 B6 C1 C6 D1 D5 
4856	10	A2 A3 A6 B2 B5 B6 C1 C6 D1 D5 
4857	10	A1 A3 A6 B2 B3 B6 C1 C6 D1 D5 
4858	10	A1 A3 A6 B2 B5 B6 C1 C6 D1 D5 
4859	10	A3 A6 B2 B3 B6 C1 C6 D1 D2 D5 
4860	10	A3 A6 B2 B5 B6 C1 C6 D1 D2 D5 
4861	10	A2 A3 A6 B2 B5 C4 C6 D1 D2 D5 
4862	10	A1 A2 A3 A6 B2 C1 C4 C6 D1 D5 
4863	10	A2 A3 A6 B2 C1 C4 C6 D1 D2 D5 
4864	10	A2 A3 B1 B3 C1 C3 C5 D1 D3 D4 
4865	10	A2 B1 B3 C1 C3 C5 C6 D1 D3 D4 
4866	10	A1 A3 A4 A5 B2 B5 C2 C4 D5 D6 
4867	10	A1 A3 A4 B2 B5 C1 C2 C4 D5 D6 
4868	10	A1 A3 A5 B2 B5 C2 C4 C6 D5 D6 
4869	10	A1 A3 B2 B5 C1 C2 C4 C6 D5 D6 
4870	10	A1 A3 B2 B5 C2 C4 C5 C6 D5 D6 
4871	10	A1 A3 A5 B2 B3 C2 C4 D3 D5 D6 
4872	10	A1 A3 B2 B3 C2 C4 C5 D3 D5 D6 
4873	10	A1 A3 A5 A6 B5 C4 C6 D3 D5 D6 
4874	10	A1 A3 A6 B1 B5 C4 C6 D3 D5 D6 
4875	10	A1 A3 A6 B5 C4 C6 D3 D4 D5 D6 
4876	10	A1 A3 A5 A6 B2 B3 B4 C1 C6 D1 
4877	10	A1 A3 A5 B1 B2 B4 B6 C1 C6 D1 
4878	10	A1 A3 A5 B2 B3 B4 B6 C1 C6 D1 
4879	10	A3 A5 A6 B2 B3 B4 C1 C3 C6 D1 
4880	10	A3 A5 B1 B2 B4 B6 C1 C3 C6 D1 
4881	10	A3 A5 B2 B3 B4 B6 C1 C3 C6 D1 
4882	10	A3 A5 A6 B2 B3 B4 C1 C6 D1 D2 
4883	10	A3 A5 B1 B2 B4 B6 C1 C6 D1 D2 
4884	10	A3 A5 B2 B3 B4 B6 C1 C6 D1 D2 
4885	10	A1 A2 A3 A4 A6 B4 B6 C1 D1 D5 
4886	10	A1 A2 A3 A6 B3 B4 B6 C1 D1 D5 
4887	10	A1 A2 A3 A6 B4 B6 C1 D1 D3 D5 
4888	10	A1 A2 A3 A4 A6 B4 C1 C2 D1 D5 
